Source,Indicator,Year,Value,Unit,Scale,Sex
IMF,"Wages and salaries, Transactions",2002,4.22948663754638,Percent,Units,
IMF,"Wages and salaries, Transactions",2003,4.65767909066878,Percent,Units,
IMF,"Wages and salaries, Transactions",2004,5.16955538809344,Percent,Units,
IMF,"Wages and salaries, Transactions",2005,5.141684426553,Percent,Units,
IMF,"Wages and salaries, Transactions",2006,4.77810954104214,Percent,Units,
IMF,"Wages and salaries, Transactions",2007,4.65579766511693,Percent,Units,
IMF,"Wages and salaries, Transactions",2008,5.62609656496556,Percent,Units,
IMF,"Wages and salaries, Transactions",2009,6.65152675823586,Percent,Units,
IMF,"Wages and salaries, Transactions",2010,6.82503113273465,Percent,Units,
IMF,"Wages and salaries, Transactions",2011,6.56642078951508,Percent,Units,
IMF,"Wages and salaries, Transactions",2012,6.4365065340445,Percent,Units,
IMF,"Wages and salaries, Transactions",2013,6.54744799840845,Percent,Units,
IMF,"Exchange taxes, Transactions",2001,0.0,Percent,Units,
IMF,"Exchange taxes, Transactions",2002,0.0,Percent,Units,
IMF,"Exchange taxes, Transactions",2003,0.0,Percent,Units,
IMF,"Exchange taxes, Transactions",2004,0.0,Percent,Units,
IMF,"Exchange taxes, Transactions",2005,0.0,Percent,Units,
IMF,"Exchange taxes, Transactions",2006,0.0,Percent,Units,
IMF,"Exchange taxes, Transactions",2007,0.0,Percent,Units,
IMF,"Exchange taxes, Transactions",2008,0.0,Percent,Units,
IMF,"Exchange taxes, Transactions",2009,0.0,Percent,Units,
IMF,"Exchange taxes, Transactions",2010,0.0,Percent,Units,
IMF,"Exchange taxes, Transactions",2011,0.0,Percent,Units,
IMF,"Exchange taxes, Transactions",2012,0.0,Percent,Units,
IMF,"Exchange taxes, Transactions",2013,0.0,Percent,Units,
IMF,"Specific services tax: goods and services, Transactions",2001,0.013423239030846,Percent,Units,
IMF,"Specific services tax: goods and services, Transactions",2002,0.01396628246677,Percent,Units,
IMF,"Specific services tax: goods and services, Transactions",2003,0.0174024143096308,Percent,Units,
IMF,"Specific services tax: goods and services, Transactions",2004,0.0155321108599179,Percent,Units,
IMF,"Specific services tax: goods and services, Transactions",2005,0.013060462546373,Percent,Units,
IMF,"Specific services tax: goods and services, Transactions",2006,0.235296433220515,Percent,Units,
IMF,"Specific services tax: goods and services, Transactions",2007,0.281218299192505,Percent,Units,
IMF,"Specific services tax: goods and services, Transactions",2008,0.30380094686913,Percent,Units,
IMF,"Specific services tax: goods and services, Transactions",2009,0.329513482513726,Percent,Units,
IMF,"Specific services tax: goods and services, Transactions",2010,0.324823851767092,Percent,Units,
IMF,"Specific services tax: goods and services, Transactions",2011,0.331829569781948,Percent,Units,
IMF,"Specific services tax: goods and services, Transactions",2012,0.317569511508337,Percent,Units,
IMF,"Specific services tax: goods and services, Transactions",2013,0.293994120117598,Percent,Units,
IMF,"Other taxes on international trade and transactions, Transactions",2001,0.0686563036241474,Percent,Units,
IMF,"Other taxes on international trade and transactions, Transactions",2002,0.0675345535202668,Percent,Units,
IMF,"Other taxes on international trade and transactions, Transactions",2003,0.058041506388228,Percent,Units,
IMF,"Other taxes on international trade and transactions, Transactions",2004,0.0405218488654442,Percent,Units,
IMF,"Other taxes on international trade and transactions, Transactions",2005,0.0473973669192517,Percent,Units,
IMF,"Other taxes on international trade and transactions, Transactions",2006,0.00818852159035965,Percent,Units,
IMF,"Other taxes on international trade and transactions, Transactions",2007,0.00951941832418639,Percent,Units,
IMF,"Other taxes on international trade and transactions, Transactions",2008,0.0096015967438948,Percent,Units,
IMF,"Other taxes on international trade and transactions, Transactions",2009,0.00984039746956314,Percent,Units,
IMF,"Other taxes on international trade and transactions, Transactions",2010,0.0106355648899189,Percent,Units,
IMF,"Other taxes on international trade and transactions, Transactions",2011,0.00873738880451291,Percent,Units,
IMF,"Other taxes on international trade and transactions, Transactions",2012,0.00716196963144491,Percent,Units,
IMF,"Other taxes on international trade and transactions, Transactions",2013,0.00663144631844205,Percent,Units,
IMF,"Land (acquisitions less disposals), Assets, Transactions",2001,0.0,Domestic currency,Billions,
IMF,"Land (acquisitions less disposals), Assets, Transactions",2002,0.0,Domestic currency,Billions,
IMF,"Land (acquisitions less disposals), Assets, Transactions",2003,0.0,Domestic currency,Billions,
IMF,"Land (acquisitions less disposals), Assets, Transactions",2004,0.0,Domestic currency,Billions,
IMF,"Land (acquisitions less disposals), Assets, Transactions",2005,0.0,Domestic currency,Billions,
IMF,"Land (acquisitions less disposals), Assets, Transactions",2006,0.0,Domestic currency,Billions,
IMF,"Land (acquisitions less disposals), Assets, Transactions",2010,0.0,Domestic currency,Billions,
IMF,"Interest payable, Transactions",1977,0.0582829133515826,Percent,Units,
IMF,"Interest payable, Transactions",1978,0.127447869124925,Percent,Units,
IMF,"Interest payable, Transactions",1979,0.111616335625814,Percent,Units,
IMF,"Social security contributions, unallocable contributions, Transactions",2001,0.0,Percent,Units,
IMF,"Social security contributions, unallocable contributions, Transactions",2002,0.0,Percent,Units,
IMF,"Social security contributions, unallocable contributions, Transactions",2003,0.0,Percent,Units,
IMF,"Social security contributions, unallocable contributions, Transactions",2004,0.0,Percent,Units,
IMF,"Social security contributions, unallocable contributions, Transactions",2005,0.0,Percent,Units,
IMF,"Social security contributions, unallocable contributions, Transactions",2006,0.0,Percent,Units,
IMF,"Social security contributions, unallocable contributions, Transactions",2007,0.0,Percent,Units,
IMF,"Social security contributions, unallocable contributions, Transactions",2008,0.0,Percent,Units,
IMF,"Social security contributions, unallocable contributions, Transactions",2009,0.0,Percent,Units,
IMF,"Social security contributions, unallocable contributions, Transactions",2010,0.0,Percent,Units,
IMF,"Social security contributions, unallocable contributions, Transactions",2011,0.0,Percent,Units,
IMF,"Social security contributions, unallocable contributions, Transactions",2012,0.0,Percent,Units,
IMF,"Social security contributions, unallocable contributions, Transactions",2013,0.0,Percent,Units,
IMF,"Equity and investment fund shares, Net incurrence of liabilities, Foreign Creditors, Transactions",2001,0.0,Domestic currency,Billions,
IMF,"Equity and investment fund shares, Net incurrence of liabilities, Foreign Creditors, Transactions",2002,0.0,Domestic currency,Billions,
IMF,"Equity and investment fund shares, Net incurrence of liabilities, Foreign Creditors, Transactions",2003,0.0,Domestic currency,Billions,
IMF,"Equity and investment fund shares, Net incurrence of liabilities, Foreign Creditors, Transactions",2004,0.0,Domestic currency,Billions,
IMF,"Equity and investment fund shares, Net incurrence of liabilities, Foreign Creditors, Transactions",2006,0.0,Domestic currency,Billions,
IMF,"Equity and investment fund shares, Net incurrence of liabilities, Foreign Creditors, Transactions",2007,0.0,Domestic currency,Billions,
IMF,"Equity and investment fund shares, Net incurrence of liabilities, Foreign Creditors, Transactions",2008,0.0,Domestic currency,Billions,
IMF,"Equity and investment fund shares, Net incurrence of liabilities, Foreign Creditors, Transactions",2009,0.0,Domestic currency,Billions,
IMF,"Equity and investment fund shares, Net incurrence of liabilities, Foreign Creditors, Transactions",2010,0.0,Domestic currency,Billions,
IMF,"Equity and investment fund shares, Net incurrence of liabilities, Foreign Creditors, Transactions",2011,0.0,Domestic currency,Billions,
IMF,"Equity and investment fund shares, Net incurrence of liabilities, Foreign Creditors, Transactions",2012,0.0,Domestic currency,Billions,
IMF,"Equity and investment fund shares, Net incurrence of liabilities, Foreign Creditors, Transactions",2013,0.0,Domestic currency,Billions,
IMF,"Employers' social contributions, Transactions",2001,0.0,Percent,Units,
IMF,"Employers' social contributions, Transactions",2002,0.0,Percent,Units,
IMF,"Employers' social contributions, Transactions",2003,0.0,Percent,Units,
IMF,"Employers' social contributions, Transactions",2004,0.0,Percent,Units,
IMF,"Employers' social contributions, Transactions",2005,0.0,Percent,Units,
IMF,"Employers' social contributions, Transactions",2006,0.0,Percent,Units,
IMF,"Employers' social contributions, Transactions",2007,0.0,Percent,Units,
IMF,"Employers' social contributions, Transactions",2008,0.0,Percent,Units,
IMF,"Employers' social contributions, Transactions",2009,0.0,Percent,Units,
IMF,"Employers' social contributions, Transactions",2010,0.0,Percent,Units,
IMF,"Employers' social contributions, Transactions",2011,0.0,Percent,Units,
IMF,"Employers' social contributions, Transactions",2012,0.0,Percent,Units,
IMF,"Employers' social contributions, Transactions",2013,0.0,Percent,Units,
IMF,"Recurrent taxes on net wealth, Transactions",2001,0.0,Percent,Units,
IMF,"Recurrent taxes on net wealth, Transactions",2002,0.0,Percent,Units,
IMF,"Recurrent taxes on net wealth, Transactions",2003,0.0,Percent,Units,
IMF,"Recurrent taxes on net wealth, Transactions",2004,0.0,Percent,Units,
IMF,"Recurrent taxes on net wealth, Transactions",2005,0.0,Percent,Units,
IMF,"Recurrent taxes on net wealth, Transactions",2006,0.0,Percent,Units,
IMF,"Recurrent taxes on net wealth, Transactions",2007,0.0,Percent,Units,
IMF,"Recurrent taxes on net wealth, Transactions",2008,0.0,Percent,Units,
IMF,"Recurrent taxes on net wealth, Transactions",2009,0.0,Percent,Units,
IMF,"Recurrent taxes on net wealth, Transactions",2010,0.0,Percent,Units,
IMF,"Recurrent taxes on net wealth, Transactions",2011,0.0,Percent,Units,
IMF,"Recurrent taxes on net wealth, Transactions",2012,0.0,Percent,Units,
IMF,"Recurrent taxes on net wealth, Transactions",2013,0.0,Percent,Units,
IMF,"Motor vehicles taxes, Transactions",1973,0.0,Domestic currency,Billions,
IMF,"Motor vehicles taxes, Transactions",1974,0.0,Domestic currency,Billions,
IMF,"Motor vehicles taxes, Transactions",1975,0.0,Domestic currency,Billions,
IMF,"Motor vehicles taxes, Transactions",1976,0.0,Domestic currency,Billions,
IMF,"Motor vehicles taxes, Transactions",1977,0.0,Domestic currency,Billions,
IMF,"Motor vehicles taxes, Transactions",1978,0.0,Domestic currency,Billions,
IMF,"Motor vehicles taxes, Transactions",1979,0.0,Domestic currency,Billions,
IMF,"Motor vehicles taxes, Transactions",2001,0.0,Domestic currency,Billions,
IMF,"Motor vehicles taxes, Transactions",2002,0.0,Domestic currency,Billions,
IMF,"Motor vehicles taxes, Transactions",2003,0.0,Domestic currency,Billions,
IMF,"Motor vehicles taxes, Transactions",2004,0.0,Domestic currency,Billions,
IMF,"Motor vehicles taxes, Transactions",2005,0.0,Domestic currency,Billions,
IMF,"Motor vehicles taxes, Transactions",2006,0.0,Domestic currency,Billions,
IMF,"Motor vehicles taxes, Transactions",2007,0.0,Domestic currency,Billions,
IMF,"Motor vehicles taxes, Transactions",2008,0.0,Domestic currency,Billions,
IMF,"Motor vehicles taxes, Transactions",2009,0.0,Domestic currency,Billions,
IMF,"Motor vehicles taxes, Transactions",2010,0.0,Domestic currency,Billions,
IMF,"Motor vehicles taxes, Transactions",2011,0.0,Domestic currency,Billions,
IMF,"Motor vehicles taxes, Transactions",2012,0.0,Domestic currency,Billions,
IMF,"Motor vehicles taxes, Transactions",2013,0.0,Domestic currency,Billions,
IMF,"Debt securities, Net acquisition of financial assets, Domestic Debtors, Transactions",2004,0.0,Percent,Units,
IMF,"Debt securities, Net acquisition of financial assets, Domestic Debtors, Transactions",2006,0.0,Percent,Units,
IMF,"Debt securities, Net acquisition of financial assets, Domestic Debtors, Transactions",2007,0.0,Percent,Units,
IMF,"Debt securities, Net acquisition of financial assets, Domestic Debtors, Transactions",2008,0.0,Percent,Units,
IMF,"Debt securities, Net acquisition of financial assets, Domestic Debtors, Transactions",2009,0.0,Percent,Units,
IMF,"Debt securities, Net acquisition of financial assets, Domestic Debtors, Transactions",2010,0.0,Percent,Units,
IMF,"Debt securities, Net acquisition of financial assets, Domestic Debtors, Transactions",2011,0.0,Percent,Units,
IMF,"Debt securities, Net acquisition of financial assets, Domestic Debtors, Transactions",2012,0.0,Percent,Units,
IMF,"Debt securities, Net acquisition of financial assets, Domestic Debtors, Transactions",2013,0.0,Percent,Units,
IMF,"Expense, Transactions",2001,206027000000.0,Domestic currency,Billions,
IMF,"Expense, Transactions",2002,229987000000.0,Domestic currency,Billions,
IMF,"Expense, Transactions",2003,272847000000.0,Domestic currency,Billions,
IMF,"Expense, Transactions",2004,269956000000.0,Domestic currency,Billions,
IMF,"Expense, Transactions",2005,306344320000.0,Domestic currency,Billions,
IMF,"Expense, Transactions",2006,335743633126.0,Domestic currency,Billions,
IMF,"Expense, Transactions",2007,345180682505.0,Domestic currency,Billions,
IMF,"Expense, Transactions",2008,419127748435.0,Domestic currency,Billions,
IMF,"Expense, Transactions",2009,442622524061.0,Domestic currency,Billions,
IMF,"Expense, Transactions",2010,459011490208.0,Domestic currency,Billions,
IMF,"Expense, Transactions",2011,457660567435.0,Domestic currency,Billions,
IMF,"Expense, Transactions",2012,534669797626.0,Domestic currency,Billions,
IMF,"Expense, Transactions",2013,577500000000.0,Domestic currency,Billions,
IMF,"Current grants receivable, Other general government, Transactions",2001,0.0,Percent,Units,
IMF,"Current grants receivable, Other general government, Transactions",2002,0.0,Percent,Units,
IMF,"Current grants receivable, Other general government, Transactions",2003,0.0,Percent,Units,
IMF,"Current grants receivable, Other general government, Transactions",2004,0.0,Percent,Units,
IMF,"Current grants receivable, Other general government, Transactions",2005,0.0,Percent,Units,
IMF,"Current grants receivable, Other general government, Transactions",2006,0.0641047346301186,Percent,Units,
IMF,"Current grants receivable, Other general government, Transactions",2007,0.0612995350788269,Percent,Units,
IMF,"Current grants receivable, Other general government, Transactions",2008,0.11129638018159,Percent,Units,
IMF,"Current grants receivable, Other general government, Transactions",2009,0.128256089251611,Percent,Units,
IMF,"Current grants receivable, Other general government, Transactions",2010,0.121620810428737,Percent,Units,
IMF,"Current grants receivable, Other general government, Transactions",2011,0.100716329220004,Percent,Units,
IMF,"Current grants receivable, Other general government, Transactions",2012,0.0759427004949306,Percent,Units,
IMF,"Current grants receivable, Other general government, Transactions",2013,0.110524105307368,Percent,Units,
IMF,"General taxes on goods and services, Transactions",1972,0.230283915368528,Percent,Units,
IMF,"General taxes on goods and services, Transactions",1973,0.259557197224012,Percent,Units,
IMF,"General taxes on goods and services, Transactions",1974,0.312669504946551,Percent,Units,
IMF,"General taxes on goods and services, Transactions",1975,0.479213809007364,Percent,Units,
IMF,"General taxes on goods and services, Transactions",1976,0.58441122191737,Percent,Units,
IMF,"General taxes on goods and services, Transactions",1977,0.64550322527061,Percent,Units,
IMF,"General taxes on goods and services, Transactions",1978,0.450005537893344,Percent,Units,
IMF,"General taxes on goods and services, Transactions",1979,0.317161172270073,Percent,Units,
IMF,"General taxes on goods and services, Transactions",1980,0.385437786600227,Percent,Units,
IMF,"Other taxes on use of goods and on permission to use goods or perform activities, Transactions",1973,0.0,Percent,Units,
IMF,"Other taxes on use of goods and on permission to use goods or perform activities, Transactions",1974,0.0,Percent,Units,
IMF,"Other taxes on use of goods and on permission to use goods or perform activities, Transactions",1975,0.0,Percent,Units,
IMF,"Other taxes on use of goods and on permission to use goods or perform activities, Transactions",1976,0.0,Percent,Units,
IMF,"Other taxes on use of goods and on permission to use goods or perform activities, Transactions",1977,0.0,Percent,Units,
IMF,"Other taxes on use of goods and on permission to use goods or perform activities, Transactions",1978,0.0,Percent,Units,
IMF,"Other taxes on use of goods and on permission to use goods or perform activities, Transactions",1979,0.0,Percent,Units,
IMF,"Transfers payable not elsewhere classified, Transactions",2001,2.17993484678815,Percent,Units,
IMF,"Transfers payable not elsewhere classified, Transactions",2002,3.2684702456437,Percent,Units,
IMF,"Transfers payable not elsewhere classified, Transactions",2003,2.96440214996916,Percent,Units,
IMF,"Transfers payable not elsewhere classified, Transactions",2004,2.62454994557481,Percent,Units,
IMF,"Transfers payable not elsewhere classified, Transactions",2005,3.12891743626174,Percent,Units,
IMF,"Transfers payable not elsewhere classified, Transactions",2006,0.266300989325696,Percent,Units,
IMF,"Transfers payable not elsewhere classified, Transactions",2007,0.288605587933023,Percent,Units,
IMF,"Transfers payable not elsewhere classified, Transactions",2008,0.269077150751409,Percent,Units,
IMF,"Transfers payable not elsewhere classified, Transactions",2009,0.292258879207448,Percent,Units,
IMF,"Transfers payable not elsewhere classified, Transactions",2010,0.329785741454229,Percent,Units,
IMF,"Transfers payable not elsewhere classified, Transactions",2011,0.280699231693426,Percent,Units,
IMF,"Transfers payable not elsewhere classified, Transactions",2012,0.307829617125559,Percent,Units,
IMF,"Transfers payable not elsewhere classified, Transactions",2013,0.302836048542187,Percent,Units,
IMF,"Fines, penalties, and forfeits, Transactions",2001,0.123232025450473,Percent,Units,
IMF,"Fines, penalties, and forfeits, Transactions",2002,0.125990115166033,Percent,Units,
IMF,"Fines, penalties, and forfeits, Transactions",2003,0.112631934443563,Percent,Units,
IMF,"Fines, penalties, and forfeits, Transactions",2004,0.110402506824081,Percent,Units,
IMF,"Fines, penalties, and forfeits, Transactions",2005,0.0957302681742837,Percent,Units,
IMF,"Fines, penalties, and forfeits, Transactions",2006,0.0384345103581657,Percent,Units,
IMF,"Fines, penalties, and forfeits, Transactions",2007,0.0504097050372287,Percent,Units,
IMF,"Fines, penalties, and forfeits, Transactions",2008,0.0315434936443331,Percent,Units,
IMF,"Fines, penalties, and forfeits, Transactions",2009,0.0284045721532585,Percent,Units,
IMF,"Fines, penalties, and forfeits, Transactions",2010,0.033494857792584,Percent,Units,
IMF,"Fines, penalties, and forfeits, Transactions",2011,0.0244281159687568,Percent,Units,
IMF,"Fines, penalties, and forfeits, Transactions",2012,0.0210981155638845,Percent,Units,
IMF,"Fines, penalties, and forfeits, Transactions",2013,0.0397886779106523,Percent,Units,
IMF,"Profits of export or import monopolies, Transactions",1973,0.0,Domestic currency,Billions,
IMF,"Profits of export or import monopolies, Transactions",1974,0.0,Domestic currency,Billions,
IMF,"Profits of export or import monopolies, Transactions",1975,0.0,Domestic currency,Billions,
IMF,"Profits of export or import monopolies, Transactions",1976,0.0,Domestic currency,Billions,
IMF,"Profits of export or import monopolies, Transactions",1977,0.0,Domestic currency,Billions,
IMF,"Profits of export or import monopolies, Transactions",1978,0.0,Domestic currency,Billions,
IMF,"Profits of export or import monopolies, Transactions",1979,0.0,Domestic currency,Billions,
IMF,"Social contributions, Transactions",1976,1950000000.0,Domestic currency,Billions,
IMF,"Social contributions, Transactions",1977,1947000000.0,Domestic currency,Billions,
IMF,"Social contributions, Transactions",1978,2128000000.0,Domestic currency,Billions,
IMF,"Social contributions, Transactions",1979,2529000000.0,Domestic currency,Billions,
IMF,"Currency and deposits, Net acquisition of financial assets, Foreign Debtors, Transactions",2001,0.0,Domestic currency,Billions,
IMF,"Currency and deposits, Net acquisition of financial assets, Foreign Debtors, Transactions",2002,0.0,Domestic currency,Billions,
IMF,"Currency and deposits, Net acquisition of financial assets, Foreign Debtors, Transactions",2003,0.0,Domestic currency,Billions,
IMF,"Currency and deposits, Net acquisition of financial assets, Foreign Debtors, Transactions",2004,0.0,Domestic currency,Billions,
IMF,"Currency and deposits, Net acquisition of financial assets, Foreign Debtors, Transactions",2006,0.0,Domestic currency,Billions,
IMF,"Currency and deposits, Net acquisition of financial assets, Foreign Debtors, Transactions",2007,0.0,Domestic currency,Billions,
IMF,"Currency and deposits, Net acquisition of financial assets, Foreign Debtors, Transactions",2008,0.0,Domestic currency,Billions,
IMF,"Currency and deposits, Net acquisition of financial assets, Foreign Debtors, Transactions",2009,0.0,Domestic currency,Billions,
IMF,"Currency and deposits, Net acquisition of financial assets, Foreign Debtors, Transactions",2010,0.0,Domestic currency,Billions,
IMF,"Currency and deposits, Net acquisition of financial assets, Foreign Debtors, Transactions",2011,0.0,Domestic currency,Billions,
IMF,"Currency and deposits, Net acquisition of financial assets, Foreign Debtors, Transactions",2012,0.0,Domestic currency,Billions,
IMF,"Currency and deposits, Net acquisition of financial assets, Foreign Debtors, Transactions",2013,0.0,Domestic currency,Billions,
IMF,"Equity and investment fund shares, Net acquisition of financial assets, Foreign Debtors, Transactions",2001,0.0,Domestic currency,Billions,
IMF,"Equity and investment fund shares, Net acquisition of financial assets, Foreign Debtors, Transactions",2002,0.0,Domestic currency,Billions,
IMF,"Equity and investment fund shares, Net acquisition of financial assets, Foreign Debtors, Transactions",2003,0.0,Domestic currency,Billions,
IMF,"Equity and investment fund shares, Net acquisition of financial assets, Foreign Debtors, Transactions",2004,0.0,Domestic currency,Billions,
IMF,"Equity and investment fund shares, Net acquisition of financial assets, Foreign Debtors, Transactions",2006,0.0,Domestic currency,Billions,
IMF,"Equity and investment fund shares, Net acquisition of financial assets, Foreign Debtors, Transactions",2007,0.0,Domestic currency,Billions,
IMF,"Equity and investment fund shares, Net acquisition of financial assets, Foreign Debtors, Transactions",2008,0.0,Domestic currency,Billions,
IMF,"Equity and investment fund shares, Net acquisition of financial assets, Foreign Debtors, Transactions",2009,0.0,Domestic currency,Billions,
IMF,"Equity and investment fund shares, Net acquisition of financial assets, Foreign Debtors, Transactions",2010,0.0,Domestic currency,Billions,
IMF,"Equity and investment fund shares, Net acquisition of financial assets, Foreign Debtors, Transactions",2011,0.0,Domestic currency,Billions,
IMF,"Equity and investment fund shares, Net acquisition of financial assets, Foreign Debtors, Transactions",2012,0.0,Domestic currency,Billions,
IMF,"Equity and investment fund shares, Net acquisition of financial assets, Foreign Debtors, Transactions",2013,0.0,Domestic currency,Billions,
IMF,"Employers' social contributions: actual, Transactions",2001,0.0,Percent,Units,
IMF,"Employers' social contributions: actual, Transactions",2002,0.0,Percent,Units,
IMF,"Employers' social contributions: actual, Transactions",2003,0.0,Percent,Units,
IMF,"Employers' social contributions: actual, Transactions",2004,0.0,Percent,Units,
IMF,"Employers' social contributions: actual, Transactions",2005,0.0,Percent,Units,
IMF,"Employers' social contributions: actual, Transactions",2006,0.0,Percent,Units,
IMF,"Employers' social contributions: actual, Transactions",2007,0.0,Percent,Units,
IMF,"Employers' social contributions: actual, Transactions",2008,0.0,Percent,Units,
IMF,"Employers' social contributions: actual, Transactions",2009,0.0,Percent,Units,
IMF,"Employers' social contributions: actual, Transactions",2010,0.0,Percent,Units,
IMF,"Employers' social contributions: actual, Transactions",2011,0.0,Percent,Units,
IMF,"Employers' social contributions: actual, Transactions",2012,0.0,Percent,Units,
IMF,"Employers' social contributions: actual, Transactions",2013,0.0,Percent,Units,
IMF,"Social security contributions, unallocable contributions, Transactions",2001,0.0,Domestic currency,Billions,
IMF,"Social security contributions, unallocable contributions, Transactions",2002,0.0,Domestic currency,Billions,
IMF,"Social security contributions, unallocable contributions, Transactions",2003,0.0,Domestic currency,Billions,
IMF,"Social security contributions, unallocable contributions, Transactions",2004,0.0,Domestic currency,Billions,
IMF,"Social security contributions, unallocable contributions, Transactions",2005,0.0,Domestic currency,Billions,
IMF,"Social security contributions, unallocable contributions, Transactions",2006,0.0,Domestic currency,Billions,
IMF,"Social security contributions, unallocable contributions, Transactions",2007,0.0,Domestic currency,Billions,
IMF,"Social security contributions, unallocable contributions, Transactions",2008,0.0,Domestic currency,Billions,
IMF,"Social security contributions, unallocable contributions, Transactions",2009,0.0,Domestic currency,Billions,
IMF,"Social security contributions, unallocable contributions, Transactions",2010,0.0,Domestic currency,Billions,
IMF,"Social security contributions, unallocable contributions, Transactions",2011,0.0,Domestic currency,Billions,
IMF,"Social security contributions, unallocable contributions, Transactions",2012,0.0,Domestic currency,Billions,
IMF,"Social security contributions, unallocable contributions, Transactions",2013,0.0,Domestic currency,Billions,
IMF,"Interest payable, Transactions",1977,0.0582829133515826,Percent,Units,
IMF,"Interest payable, Transactions",1978,0.127447869124925,Percent,Units,
IMF,"Interest payable, Transactions",1979,0.111616335625814,Percent,Units,
IMF,"Mineral and energy reserves (gross), Assets, Transactions",2001,0.0,Domestic currency,Billions,
IMF,"Mineral and energy reserves (gross), Assets, Transactions",2002,0.0,Domestic currency,Billions,
IMF,"Mineral and energy reserves (gross), Assets, Transactions",2003,0.0,Domestic currency,Billions,
IMF,"Mineral and energy reserves (gross), Assets, Transactions",2004,0.0,Domestic currency,Billions,
IMF,"Mineral and energy reserves (gross), Assets, Transactions",2005,0.0,Domestic currency,Billions,
IMF,"Mineral and energy reserves (gross), Assets, Transactions",2006,0.0,Domestic currency,Billions,
IMF,"Mineral and energy reserves (gross), Assets, Transactions",2010,0.0,Domestic currency,Billions,
IMF,"Social assistance benefits, Transactions",2001,0.0,Percent,Units,
IMF,"Social assistance benefits, Transactions",2002,0.0,Percent,Units,
IMF,"Social assistance benefits, Transactions",2003,0.0,Percent,Units,
IMF,"Social assistance benefits, Transactions",2004,0.0,Percent,Units,
IMF,"Social assistance benefits, Transactions",2005,0.0,Percent,Units,
IMF,"Social assistance benefits, Transactions",2006,0.0,Percent,Units,
IMF,"Social assistance benefits, Transactions",2007,0.0,Percent,Units,
IMF,"Social assistance benefits, Transactions",2008,0.0,Percent,Units,
IMF,"Social assistance benefits, Transactions",2009,0.0,Percent,Units,
IMF,"Social assistance benefits, Transactions",2010,0.0,Percent,Units,
IMF,"Social assistance benefits, Transactions",2011,0.0,Percent,Units,
IMF,"Social assistance benefits, Transactions",2012,0.0,Percent,Units,
IMF,"Social assistance benefits, Transactions",2013,0.0,Percent,Units,
IMF,"Grants receivable from foreign governments, Transactions",1977,9387000000.0,Domestic currency,Billions,
IMF,"Grants receivable from foreign governments, Transactions",1978,9035000000.0,Domestic currency,Billions,
IMF,"Grants receivable from foreign governments, Transactions",1979,10328000000.0,Domestic currency,Billions,
IMF,"Other taxes on international trade and transactions, Transactions",1973,286000000.0,Domestic currency,Billions,
IMF,"Other taxes on international trade and transactions, Transactions",1974,379000000.0,Domestic currency,Billions,
IMF,"Other taxes on international trade and transactions, Transactions",1975,525000000.0,Domestic currency,Billions,
IMF,"Other taxes on international trade and transactions, Transactions",1976,608000000.0,Domestic currency,Billions,
IMF,"Other taxes on international trade and transactions, Transactions",1977,779000000.0,Domestic currency,Billions,
IMF,"Other taxes on international trade and transactions, Transactions",1978,739000000.0,Domestic currency,Billions,
IMF,"Other taxes on international trade and transactions, Transactions",1979,887000000.0,Domestic currency,Billions,
IMF,"Other taxes on international trade and transactions, Transactions",1980,1242000000.0,Domestic currency,Billions,
IMF,"Nonlife insurance technical reserves, Net incurrence of liabilities, Transactions",2006,0.0,Domestic currency,Billions,
IMF,"Nonlife insurance technical reserves, Net incurrence of liabilities, Transactions",2007,0.0,Domestic currency,Billions,
IMF,"Nonlife insurance technical reserves, Net incurrence of liabilities, Transactions",2008,0.0,Domestic currency,Billions,
IMF,"Nonlife insurance technical reserves, Net incurrence of liabilities, Transactions",2009,0.0,Domestic currency,Billions,
IMF,"Nonlife insurance technical reserves, Net incurrence of liabilities, Transactions",2010,0.0,Domestic currency,Billions,
IMF,"Nonlife insurance technical reserves, Net incurrence of liabilities, Transactions",2011,0.0,Domestic currency,Billions,
IMF,"Nonlife insurance technical reserves, Net incurrence of liabilities, Transactions",2012,0.0,Domestic currency,Billions,
IMF,"Nonlife insurance technical reserves, Net incurrence of liabilities, Transactions",2013,0.0,Domestic currency,Billions,
IMF,"Social security benefits, Transactions",2001,0.0,Domestic currency,Billions,
IMF,"Social security benefits, Transactions",2002,0.0,Domestic currency,Billions,
IMF,"Social security benefits, Transactions",2003,0.0,Domestic currency,Billions,
IMF,"Social security benefits, Transactions",2004,0.0,Domestic currency,Billions,
IMF,"Social security benefits, Transactions",2005,0.0,Domestic currency,Billions,
IMF,"Social security benefits, Transactions",2006,0.0,Domestic currency,Billions,
IMF,"Social security benefits, Transactions",2007,0.0,Domestic currency,Billions,
IMF,"Social security benefits, Transactions",2008,0.0,Domestic currency,Billions,
IMF,"Social security benefits, Transactions",2009,0.0,Domestic currency,Billions,
IMF,"Social security benefits, Transactions",2010,0.0,Domestic currency,Billions,
IMF,"Social security benefits, Transactions",2011,0.0,Domestic currency,Billions,
IMF,"Social security benefits, Transactions",2012,0.0,Domestic currency,Billions,
IMF,"Social security benefits, Transactions",2013,0.0,Domestic currency,Billions,
IMF,"Capital grants payable, Other general government, Transactions",2001,0.0,Domestic currency,Billions,
